YearStart,YearEnd,LocationAbbr,LocationDesc,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,2022,AL,Alabama,Percent of adults aged 18 years and older who have obesity,36.3,33.2,39.6,1415.0,,College graduate,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,1,Education,College graduate,EDU,EDUCOGRAD
2022,2022,AK,Alaska,Percent of adults aged 18 years and older who have obesity,24.1,21.9,26.5,2119.0,,College graduate,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,2,Education,College graduate,EDU,EDUCOGRAD
2022,2022,AZ,Arizona,Percent of adults aged 18 years and older who have obesity,29.0,26.7,31.4,3682.0,,College graduate,,,,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,4,Education,College graduate,EDU,EDUCOGRAD
2022,2022,AR,Arkansas,Percent of adults aged 18 years and older who have obesity,36.1,33.1,39.1,1553.0,,College graduate,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,5,Education,College graduate,EDU,EDUCOGRAD
2022,2022,CA,California,Percent of adults aged 18 years and older who have obesity,20.2,18.6,21.8,4637.0,,College graduate,,,,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,6,Education,College graduate,EDU,EDUCOGRAD
2022,2022,CO,Colorado,Percent of adults aged 18 years and older who have obesity,20.2,18.8,21.7,4224.0,,College graduate,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,8,Education,College graduate,EDU,EDUCOGRAD
2022,2022,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,23.6,21.8,25.4,4237.0,,College graduate,,,,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,9,Education,College graduate,EDU,EDUCOGRAD
2022,2022,DE,Delaware,Percent of adults aged 18 years and older who have obesity,35.6,32.2,39.2,1456.0,,College graduate,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,10,Education,College graduate,EDU,EDUCOGRAD
2022,2022,DC,District of Columbia,Percent of adults aged 18 years and older who have obesity,17.4,15.4,19.6,1982.0,,College graduate,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q036,11,Education,College graduate,EDU,EDUCOGRAD
2022,2022,FL,Florida,Percent of adults aged 18 years and older who have obesity,25.1,22.8,27.6,4480.0,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,12,Education,College graduate,EDU,EDUCOGRAD
2022,2022,GA,Georgia,Percent of adults aged 18 years and older who have obesity,30.3,28.1,32.6,3286.0,,College graduate,,,,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,13,Education,College graduate,EDU,EDUCOGRAD
2022,2022,HI,Hawaii,Percent of adults aged 18 years and older who have obesity,19.7,17.9,21.7,3208.0,,College graduate,,,,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q036,15,Education,College graduate,EDU,EDUCOGRAD
2022,2022,ID,Idaho,Percent of adults aged 18 years and older who have obesity,28.1,25.9,30.4,2062.0,,College graduate,,,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,16,Education,College graduate,EDU,EDUCOGRAD
2022,2022,IL,Illinois,Percent of adults aged 18 years and older who have obesity,27.4,24.9,30.2,1647.0,,College graduate,,,,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,17,Education,College graduate,EDU,EDUCOGRAD
2022,2022,IN,Indiana,Percent of adults aged 18 years and older who have obesity,34.6,32.7,36.6,3272.0,,College graduate,,,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,18,Education,College graduate,EDU,EDUCOGRAD
2022,2022,IA,Iowa,Percent of adults aged 18 years and older who have obesity,31.9,29.8,34.1,2680.0,,College graduate,,,,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q036,19,Education,College graduate,EDU,EDUCOGRAD
2022,2022,KS,Kansas,Percent of adults aged 18 years and older who have obesity,31.7,29.8,33.5,4116.0,,College graduate,,,,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,20,Education,College graduate,EDU,EDUCOGRAD
2022,2022,KY,Kentucky,Percent of adults aged 18 years and older who have obesity,31.6,28.1,35.3,1097.0,,College graduate,,,,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,21,Education,College graduate,EDU,EDUCOGRAD
2022,2022,LA,Louisiana,Percent of adults aged 18 years and older who have obesity,33.0,30.4,35.7,1893.0,,College graduate,,,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,22,Education,College graduate,EDU,EDUCOGRAD
2022,2022,ME,Maine,Percent of adults aged 18 years and older who have obesity,27.6,25.9,29.5,4328.0,,College graduate,,,,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q036,23,Education,College graduate,EDU,EDUCOGRAD
2022,2022,MD,Maryland,Percent of adults aged 18 years and older who have obesity,26.9,25.4,28.5,6884.0,,College graduate,,,,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,24,Education,College graduate,EDU,EDUCOGRAD
2022,2022,MA,Massachusetts,Percent of adults aged 18 years and older who have obesity,22.4,21.0,23.8,5237.0,,College graduate,,,,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,25,Education,College graduate,EDU,EDUCOGRAD
2022,2022,MI,Michigan,Percent of adults aged 18 years and older who have obesity,29.7,28.0,31.5,3832.0,,College graduate,,,,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q036,26,Education,College graduate,EDU,EDUCOGRAD
2022,2022,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,29.4,28.1,30.7,7317.0,,College graduate,,,,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,27,Education,College graduate,EDU,EDUCOGRAD
2022,2022,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,39.3,36.0,42.7,1312.0,,College graduate,,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,28,Education,College graduate,EDU,EDUCOGRAD
2022,2022,MO,Missouri,Percent of adults aged 18 years and older who have obesity,33.5,31.1,36.0,2424.0,,College graduate,,,,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q036,29,Education,College graduate,EDU,EDUCOGRAD
2022,2022,MT,Montana,Percent of adults aged 18 years and older who have obesity,24.9,23.0,26.9,2601.0,,College graduate,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,30,Education,College graduate,EDU,EDUCOGRAD
2022,2022,US,National,Percent of adults aged 18 years and older who have obesity,27.2,26.7,27.6,165382.0,,College graduate,,,,,OWS,OWS1,Q036,59,Education,College graduate,EDU,EDUCOGRAD
2022,2022,NE,Nebraska,Percent of adults aged 18 years and older who have obesity,30.2,27.8,32.7,2292.0,,College graduate,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,31,Education,College graduate,EDU,EDUCOGRAD
2022,2022,NV,Nevada,Percent of adults aged 18 years and older who have obesity,27.1,23.4,31.1,1093.0,,College graduate,,,,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,32,Education,College graduate,EDU,EDUCOGRAD
2022,2022,NH,New Hampshire,Percent of adults aged 18 years and older who have obesity,25.3,23.2,27.6,2906.0,,College graduate,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,33,Education,College graduate,EDU,EDUCOGRAD
2022,2022,NJ,New Jersey,Percent of adults aged 18 years and older who have obesity,24.4,22.6,26.3,3563.0,,College graduate,,,,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,34,Education,College graduate,EDU,EDUCOGRAD
2022,2022,NM,New Mexico,Percent of adults aged 18 years and older who have obesity,24.0,21.3,26.8,1770.0,,College graduate,,,,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,35,Education,College graduate,EDU,EDUCOGRAD
